# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 31 13:05:25 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
#
pl_name,sy_snum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
Kepler-1785 b,1,0.137900,,,0,2.704,,,0,7.77000,,,0,0.000000,,,0,1.00,0.13,-0.11,0,0.91,0.07,-0.05,0,0.000,0.150,-0.150,0
Kepler-1786 b,1,0.365900,,,0,3.163,,,0,10.10000,,,0,0.000000,,,0,1.40,0.23,-0.25,0,1.06,0.11,-0.07,0,0.140,0.150,-0.150,0
Kepler-1787 b,1,0.227000,,,0,2.319,,,0,5.99000,,,0,0.000000,,,0,0.93,0.26,-0.09,0,1.01,0.12,-0.13,0,-0.220,0.250,-0.350,0
Kepler-1788 b,1,0.034300,,,0,2.379,,,0,6.25000,,,0,0.000000,,,0,0.70,0.05,-0.07,0,0.69,0.08,-0.05,0,-0.200,0.300,-0.300,0
Kepler-1789 b,1,0.354300,,,0,2.831,,,0,8.40000,,,0,0.000000,,,0,0.89,0.10,-0.05,0,0.92,0.05,-0.05,0,0.120,0.150,-0.150,0
Kepler-179 b,1,0.036000,,,0,1.640,0.680,-0.680,0,3.33000,,,0,0.000000,,,0,0.76,0.31,-0.31,0,0.84,0.03,-0.03,0,0.123,0.050,-0.050,0
Kepler-179 c,1,0.064000,,,0,2.000,0.810,-0.810,0,4.66000,,,0,0.000000,,,0,0.76,0.31,-0.31,0,0.84,0.03,-0.03,0,0.123,0.050,-0.050,0
Kepler-1790 b,1,0.197000,,,0,3.145,,,0,10.00000,,,0,0.000000,,,0,1.37,0.21,-0.26,0,1.02,0.09,-0.08,0,0.000,0.150,-0.150,0
Kepler-1791 b,1,0.076100,,,0,3.121,,,0,9.91000,,,0,0.000000,,,0,1.18,0.19,-0.19,0,0.99,0.08,-0.06,0,-0.060,0.150,-0.150,0
Kepler-1792 b,1,0.048800,,,0,2.520,,,0,6.89000,,,0,0.000000,,,0,1.01,0.33,-0.18,0,0.88,0.08,-0.06,0,0.320,0.150,-0.250,0
Kepler-1793 b,1,0.078700,,,0,3.790,,,0,13.80000,,,0,0.000000,,,0,0.76,0.11,-0.06,0,0.85,0.07,-0.09,0,-0.060,0.300,-0.300,0
Kepler-1794 b,1,0.082100,,,0,1.794,,,0,3.87000,,,0,0.000000,,,0,0.82,0.08,-0.10,0,0.77,0.09,-0.06,0,0.020,0.250,-0.300,0
Kepler-1795 b,1,0.100200,,,0,1.663,,,0,3.40000,,,0,0.000000,,,0,0.69,0.05,-0.04,0,0.77,0.02,-0.07,0,0.280,0.150,-0.300,0
Kepler-1796 b,1,0.187900,,,0,2.750,,,0,8.00000,,,0,0.000000,,,0,0.95,0.29,-0.10,0,1.02,0.14,-0.14,0,-0.160,0.300,-0.350,0
Kepler-1797 b,1,0.163700,,,0,3.058,,,0,9.58000,,,0,0.000000,,,0,1.01,0.34,-0.11,0,1.07,0.14,-0.14,0,-0.200,0.250,-0.350,0
Kepler-1798 b,1,0.108200,,,0,2.309,,,0,5.94000,,,0,0.000000,,,0,0.59,0.03,-0.04,0,0.59,0.03,-0.03,0,0.060,0.150,-0.150,0
Kepler-1799 b,1,0.102800,,,0,4.128,,,0,15.90000,,,0,0.000000,,,0,0.92,0.26,-0.09,0,1.02,0.12,-0.13,0,0.000,0.250,-0.300,0
Kepler-18 b,1,0.044700,0.000600,-0.000600,0,2.000,0.100,-0.100,0,6.90000,3.40000,-3.40000,0,0.000000,,,0,1.11,0.05,-0.05,0,0.97,0.04,-0.04,0,0.190,0.060,-0.060,0
Kepler-18 c,1,0.075200,0.001100,-0.001100,0,5.490,0.260,-0.260,0,17.30000,1.90000,-1.90000,0,0.000000,,,0,1.11,0.05,-0.05,0,0.97,0.04,-0.04,0,0.190,0.060,-0.060,0
Kepler-18 d,1,0.117200,0.001700,-0.001700,0,6.980,0.330,-0.330,0,16.40000,1.40000,-1.40000,0,0.000000,,,0,1.11,0.05,-0.05,0,0.97,0.04,-0.04,0,0.190,0.060,-0.060,0
Kepler-180 b,1,0.109000,,,0,1.500,0.670,-0.670,0,2.86000,,,0,0.000000,,,0,1.06,0.47,-0.47,0,0.95,0.04,-0.05,0,0.030,0.131,-0.158,0
Kepler-180 c,1,0.229000,,,0,3.010,1.340,-1.340,0,9.32000,,,0,0.000000,,,0,1.06,0.47,-0.47,0,0.95,0.04,-0.05,0,0.030,0.131,-0.158,0
Kepler-1800 b,1,0.059200,,,0,0.997,,,0,0.96100,,,0,0.000000,,,0,2.51,0.47,-0.87,0,1.33,0.15,-0.34,0,0.080,0.150,-0.150,0
Kepler-1801 b,1,0.091500,,,0,2.709,,,0,7.80000,,,0,0.000000,,,0,0.98,0.28,-0.14,0,0.94,0.11,-0.09,0,-0.060,0.300,-0.300,0
Kepler-1802 b,1,0.066200,,,0,1.671,,,0,3.43000,,,0,0.000000,,,0,0.64,0.03,-0.03,0,0.65,0.03,-0.03,0,0.000,0.150,-0.150,0
Kepler-1802 c,1,0.174800,,,0,2.322,,,0,6.00000,,,0,0.000000,,,0,0.64,0.03,-0.03,0,0.65,0.03,-0.03,0,0.000,0.150,-0.150,0
Kepler-1804 b,1,0.101700,,,0,1.596,,,0,3.18000,,,0,0.000000,,,0,1.67,0.78,-0.95,0,0.93,0.10,-0.13,0,0.100,0.250,-0.250,0
Kepler-1805 b,1,0.069900,,,0,1.545,,,0,3.00000,,,0,0.000000,,,0,0.55,0.03,-0.03,0,0.58,0.03,-0.04,0,0.100,0.150,-0.150,0
Kepler-1806 b,1,0.081300,,,0,2.356,,,0,6.15000,,,0,0.000000,,,0,0.79,0.13,-0.07,0,0.88,0.07,-0.10,0,-0.040,0.300,-0.300,0
Kepler-1807 b,1,0.098800,,,0,2.704,,,0,7.77000,,,0,0.000000,,,0,1.50,0.42,-0.42,0,1.09,0.17,-0.14,0,-0.360,0.250,-0.300,0
Kepler-1808 b,1,0.146700,,,0,3.025,,,0,9.40000,,,0,0.000000,,,0,0.89,0.22,-0.15,0,0.77,0.12,-0.06,0,-0.340,0.350,-0.300,0
Kepler-1809 b,1,0.043500,,,0,1.513,,,0,2.90000,,,0,0.000000,,,0,0.72,0.05,-0.02,0,0.81,0.03,-0.06,0,0.040,0.150,-0.150,0
Kepler-181 b,1,0.040000,,,0,1.270,0.620,-0.620,0,2.15000,,,0,0.000000,,,0,0.75,0.37,-0.37,0,0.85,0.03,-0.03,0,-0.023,0.046,-0.046,0
Kepler-181 c,1,0.049000,,,0,1.990,0.980,-0.980,0,4.62000,,,0,0.000000,,,0,0.75,0.37,-0.37,0,0.85,0.03,-0.03,0,-0.023,0.046,-0.046,0
Kepler-1810 b,1,0.413700,,,0,3.918,,,0,14.60000,,,0,0.000000,,,0,1.02,0.13,-0.11,0,0.92,0.06,-0.04,0,0.160,0.150,-0.150,0
Kepler-1811 b,1,0.346200,,,0,3.848,,,0,14.10000,,,0,0.000000,,,0,1.19,0.18,-0.22,0,0.95,0.07,-0.05,0,0.160,0.150,-0.150,0
Kepler-1812 b,1,0.076500,,,0,2.325,,,0,6.01000,,,0,0.000000,,,0,1.10,0.36,-0.13,0,1.16,0.16,-0.16,0,0.100,0.250,-0.300,0
Kepler-1813 b,1,0.036400,,,0,1.413,,,0,2.58000,,,0,0.000000,,,0,0.79,0.05,-0.04,0,0.81,0.05,-0.05,0,-0.040,0.150,-0.150,0
Kepler-1814 b,1,0.037100,,,0,2.370,,,0,6.21000,,,0,0.000000,,,0,0.82,0.06,-0.09,0,0.79,0.07,-0.05,0,0.200,0.200,-0.300,0
Kepler-1815 b,1,0.098400,,,0,2.749,,,0,7.99000,,,0,0.000000,,,0,0.97,0.26,-0.16,0,0.86,0.12,-0.07,0,-0.060,0.300,-0.300,0
Kepler-1816 b,1,0.364800,,,0,1.968,,,0,4.53000,,,0,0.000000,,,0,0.71,0.05,-0.03,0,0.79,0.03,-0.06,0,-0.240,0.150,-0.150,0
Kepler-1817 b,1,0.234800,,,0,2.273,,,0,5.79000,,,0,0.000000,,,0,0.92,0.07,-0.07,0,0.88,0.05,-0.04,0,0.160,0.150,-0.150,0
Kepler-1818 b,1,0.055000,,,0,1.714,,,0,3.58000,,,0,0.000000,,,0,1.13,0.34,-0.18,0,1.02,0.15,-0.13,0,-0.080,0.250,-0.300,0
Kepler-1819 b,1,0.133700,,,0,3.904,,,0,14.50000,,,0,0.000000,,,0,1.07,0.29,-0.12,0,1.17,0.12,-0.18,0,0.210,0.200,-0.350,0
Kepler-182 b,1,0.096000,,,0,2.580,1.180,-1.180,0,7.18000,,,0,0.000000,,,0,1.15,0.51,-0.51,0,1.16,0.13,-0.08,0,0.072,0.023,-0.023,0
Kepler-182 c,1,0.157000,,,0,3.430,1.530,-1.530,0,11.60000,,,0,0.000000,,,0,1.15,0.51,-0.51,0,1.16,0.13,-0.08,0,0.072,0.023,-0.023,0
Kepler-1820 b,1,0.196400,,,0,3.119,,,0,9.90000,,,0,0.000000,,,0,0.93,0.26,-0.09,0,1.05,0.11,-0.14,0,0.070,0.250,-0.300,0
Kepler-1821 b,1,0.124400,,,0,2.592,,,0,7.24000,,,0,0.000000,,,0,0.88,0.11,-0.04,0,0.95,0.04,-0.06,0,0.140,0.150,-0.150,0
Kepler-1822 b,1,0.141600,,,0,2.648,,,0,7.50000,,,0,0.000000,,,0,0.70,0.10,-0.05,0,0.78,0.07,-0.09,0,-0.320,0.300,-0.300,0
Kepler-1823 b,1,0.152800,,,0,2.086,,,0,5.00000,,,0,0.000000,,,0,1.13,0.20,-0.11,0,1.07,0.09,-0.07,0,0.060,0.150,-0.150,0
Kepler-1824 b,1,0.426700,,,0,2.381,,,0,6.26000,,,0,0.000000,,,0,1.08,0.17,-0.06,0,1.14,0.06,-0.07,0,0.200,0.150,-0.150,0
Kepler-1825 b,1,0.018700,,,0,1.422,,,0,2.61000,,,0,0.000000,,,0,0.85,0.04,-0.06,0,0.83,0.05,-0.04,0,0.140,0.150,-0.150,0
Kepler-1826 b,1,0.021300,,,0,1.475,,,0,2.78000,,,0,0.000000,,,0,0.49,0.03,-0.05,0,0.49,0.04,-0.04,0,-0.280,0.150,-0.150,0
Kepler-1827 b,1,0.045500,,,0,1.856,,,0,4.10000,,,0,0.000000,,,0,1.40,0.21,-0.49,0,0.92,0.05,-0.06,0,0.080,0.150,-0.100,0
Kepler-1828 b,1,0.092400,,,0,2.116,,,0,5.13000,,,0,0.000000,,,0,0.90,0.08,-0.05,0,1.00,0.05,-0.07,0,-0.040,0.150,-0.150,0
Kepler-1829 b,1,0.055900,,,0,2.479,,,0,6.71000,,,0,0.000000,,,0,0.78,0.12,-0.06,0,0.87,0.06,-0.10,0,0.000,0.300,-0.300,0
Kepler-183 b,1,0.064000,,,0,2.060,0.890,-0.890,0,4.90000,,,0,0.000000,,,0,0.96,0.41,-0.41,0,0.94,0.07,-0.05,0,0.101,0.085,-0.085,0
Kepler-183 c,1,0.103000,,,0,2.270,0.980,-0.980,0,35.70000,30.90000,-24.20000,0,0.000000,,,0,0.96,0.41,-0.41,0,0.94,0.07,-0.05,0,0.101,0.085,-0.085,0
Kepler-1830 b,1,0.325900,,,0,3.330,,,0,11.10000,,,0,0.000000,,,0,2.05,0.35,-0.53,0,1.44,0.13,-0.19,0,0.240,0.150,-0.150,0
Kepler-1831 b,1,0.065500,,,0,1.970,,,0,4.54000,,,0,0.000000,,,0,1.01,0.30,-0.10,0,1.12,0.13,-0.15,0,0.070,0.250,-0.300,0
Kepler-1832 b,1,0.037000,,,0,1.227,,,0,2.02000,,,0,0.000000,,,0,0.72,0.10,-0.08,0,0.68,0.10,-0.04,0,-0.540,0.300,-0.300,0
Kepler-1833 b,1,0.077100,,,0,1.300,,,0,2.24000,,,0,0.000000,,,0,1.45,0.25,-0.20,0,1.29,0.08,-0.09,0,0.380,0.050,-0.150,0
Kepler-1834 b,1,0.049600,,,0,1.459,,,0,2.73000,,,0,0.000000,,,0,0.79,0.03,-0.05,0,0.77,0.05,-0.03,0,0.160,0.150,-0.150,0
Kepler-1835 b,1,0.099700,,,0,3.534,,,0,12.20000,,,0,0.000000,,,0,0.96,0.28,-0.14,0,0.92,0.12,-0.10,0,-0.260,0.300,-0.300,0
Kepler-1836 b,1,0.060200,,,0,2.553,,,0,7.05000,,,0,0.000000,,,0,0.99,0.32,-0.11,0,1.05,0.14,-0.14,0,-0.140,0.250,-0.350,0
Kepler-1837 b,1,0.065000,,,0,2.067,,,0,4.92000,,,0,0.000000,,,0,0.96,0.30,-0.10,0,1.05,0.13,-0.14,0,-0.020,0.250,-0.350,0
Kepler-1838 b,1,0.109600,,,0,1.660,,,0,3.40000,,,0,0.000000,,,0,1.96,0.27,-0.51,0,1.19,0.13,-0.15,0,0.040,0.150,-0.150,0
Kepler-1839 b,1,0.058300,,,0,1.949,,,0,4.46000,,,0,0.000000,,,0,0.94,0.28,-0.09,0,1.03,0.13,-0.14,0,-0.040,0.250,-0.300,0
Kepler-184 b,1,0.092000,,,0,2.360,1.330,-1.330,0,6.17000,,,0,0.000000,,,0,0.87,0.49,-0.49,0,0.97,0.05,-0.05,0,-0.196,0.013,-0.013,0
Kepler-184 c,1,0.141000,,,0,1.970,1.110,-1.110,0,8.80000,7.40000,-5.70000,0,0.000000,,,0,0.87,0.49,-0.49,0,0.97,0.05,-0.05,0,-0.196,0.013,-0.013,0
Kepler-184 d,1,0.179000,,,0,2.490,1.410,-1.410,0,6.76000,,,0,0.000000,,,0,0.87,0.49,-0.49,0,0.97,0.05,-0.05,0,-0.196,0.013,-0.013,0
Kepler-1840 b,1,0.464400,,,0,2.778,,,0,8.13000,,,0,0.000000,,,0,0.80,0.03,-0.06,0,0.77,0.05,-0.03,0,0.140,0.150,-0.150,0
Kepler-1841 b,1,0.160600,,,0,1.489,,,0,2.82000,,,0,0.000000,,,0,0.90,0.05,-0.08,0,0.82,0.06,-0.03,0,0.120,0.150,-0.150,0
Kepler-1842 b,1,0.116000,,,0,2.354,,,0,6.14000,,,0,0.000000,,,0,1.13,0.34,-0.18,0,1.06,0.15,-0.12,0,0.060,0.250,-0.300,0
Kepler-1843 b,1,0.171000,,,0,2.709,,,0,7.80000,,,0,0.000000,,,0,1.78,0.34,-0.34,0,1.02,0.13,-0.09,0,0.020,0.150,-0.150,0
Kepler-1844 b,1,0.047800,,,0,3.036,,,0,9.46000,,,0,0.000000,,,0,0.85,0.21,-0.07,0,0.94,0.10,-0.12,0,-0.180,0.300,-0.300,0
Kepler-1845 b,1,0.088500,,,0,2.438,,,0,6.52000,,,0,0.000000,,,0,0.70,0.03,-0.04,0,0.69,0.05,-0.03,0,-0.140,0.150,-0.150,0
Kepler-1846 b,1,0.108900,,,0,1.764,,,0,3.76000,,,0,0.000000,,,0,0.73,0.04,-0.03,0,0.79,0.04,-0.04,0,0.080,0.150,-0.150,0
Kepler-1847 b,1,0.098900,,,0,2.745,,,0,7.97000,,,0,0.000000,,,0,0.96,0.31,-0.10,0,1.04,0.14,-0.14,0,-0.180,0.300,-0.300,0
Kepler-1848 b,1,0.056300,,,0,1.409,,,0,2.57000,,,0,0.000000,,,0,0.74,0.04,-0.04,0,0.76,0.04,-0.03,0,0.000,0.150,-0.150,0
Kepler-1849 b,1,0.259700,,,0,2.387,,,0,6.29000,,,0,0.000000,,,0,0.73,0.05,-0.07,0,0.71,0.08,-0.06,0,-0.100,0.300,-0.300,0
Kepler-185 b,1,0.026000,,,0,1.170,0.670,-0.670,0,1.71000,,,0,0.000000,,,0,0.81,0.46,-0.46,0,0.81,0.04,-0.03,0,0.160,0.150,-0.150,0
Kepler-185 c,1,0.139000,,,0,2.020,1.170,-1.170,0,4.74000,,,0,0.000000,,,0,0.81,0.46,-0.46,0,0.81,0.04,-0.03,0,0.160,0.150,-0.150,0
Kepler-1850 b,1,0.020600,,,0,0.729,,,0,0.31300,,,0,0.000000,,,0,0.60,0.03,-0.03,0,0.61,0.03,-0.03,0,-0.220,0.150,-0.150,0
Kepler-1851 b,1,0.101600,,,0,3.900,,,0,14.50000,,,0,0.000000,,,0,0.88,0.26,-0.09,0,0.97,0.12,-0.13,0,-0.280,0.300,-0.300,0
Kepler-1852 b,1,0.076200,,,0,1.886,,,0,4.22000,,,0,0.000000,,,0,0.83,0.12,-0.06,0,0.93,0.05,-0.09,0,0.240,0.200,-0.300,0
Kepler-1853 b,1,0.239500,,,0,1.519,,,0,2.92000,,,0,0.000000,,,0,0.79,0.03,-0.05,0,0.77,0.05,-0.03,0,0.160,0.150,-0.150,0
Kepler-1854 b,1,0.211900,,,0,2.587,,,0,7.21000,,,0,0.000000,,,0,0.76,0.05,-0.03,0,0.80,0.04,-0.05,0,0.000,0.150,-0.150,0
Kepler-1855 b,1,0.011500,,,0,1.216,,,0,1.96000,,,0,0.000000,,,0,0.36,0.06,-0.06,0,0.39,0.06,-0.08,0,0.070,0.150,-0.150,0
Kepler-1856 b,1,0.021500,,,0,1.734,,,0,3.66000,,,0,0.000000,,,0,0.82,0.03,-0.05,0,0.78,0.06,-0.03,0,0.140,0.150,-0.150,0
Kepler-1857 b,1,0.080700,,,0,1.961,,,0,4.50000,,,0,0.000000,,,0,1.01,0.27,-0.18,0,0.87,0.11,-0.08,0,-0.540,0.300,-0.300,0
Kepler-1858 b,1,0.357500,,,0,2.422,,,0,6.44000,,,0,0.000000,,,0,0.82,0.03,-0.06,0,0.79,0.05,-0.03,0,0.160,0.150,-0.150,0
Kepler-1859 b,1,0.039400,,,0,1.583,,,0,3.13000,,,0,0.000000,,,0,1.24,0.21,-0.18,0,1.09,0.07,-0.08,0,0.160,0.150,-0.150,0
Kepler-186 b,1,0.034300,0.004600,-0.004600,0,1.070,0.120,-0.120,0,1.24000,,,0,0.000000,,,0,0.47,0.05,-0.05,0,0.48,0.06,-0.06,0,-0.280,0.100,-0.100,0
Kepler-186 c,1,0.045100,0.007000,-0.007000,0,1.250,0.140,-0.140,0,2.10000,,,0,0.000000,,,0,0.47,0.05,-0.05,0,0.48,0.06,-0.06,0,-0.280,0.100,-0.100,0
Kepler-186 d,1,0.078100,0.010000,-0.010000,0,1.400,0.160,-0.160,0,2.54000,,,0,0.000000,,,0,0.47,0.05,-0.05,0,0.48,0.06,-0.06,0,-0.280,0.100,-0.100,0
Kepler-186 e,1,0.110000,0.015000,-0.015000,0,1.270,0.150,-0.140,0,2.15000,,,0,0.000000,,,0,0.47,0.05,-0.05,0,0.48,0.06,-0.06,0,-0.280,0.100,-0.100,0
Kepler-186 f,1,0.432000,0.171000,-0.053000,0,1.170,0.080,-0.080,0,1.71000,,,0,0.040000,0.070000,-0.040000,-1,0.52,0.02,-0.02,0,0.54,0.02,-0.02,0,-0.260,0.120,-0.120,0
Kepler-1860 b,1,0.102100,,,0,1.139,,,0,1.55000,,,0,0.000000,,,0,0.87,0.09,-0.05,0,0.87,0.06,-0.05,0,0.000,0.150,-0.150,0
Kepler-1861 b,1,0.240800,,,0,2.207,,,0,5.50000,,,0,0.000000,,,0,1.37,0.24,-0.26,0,1.16,0.08,-0.11,0,0.260,0.150,-0.150,0
Kepler-1862 b,1,0.119900,,,0,2.203,,,0,5.49000,,,0,0.000000,,,0,0.81,0.18,-0.06,0,0.90,0.09,-0.11,0,-0.240,0.300,-0.300,0
Kepler-1863 b,1,0.255500,,,0,2.263,,,0,5.74000,,,0,0.000000,,,0,0.98,0.14,-0.05,0,1.10,0.05,-0.08,0,0.210,0.150,-0.150,0
Kepler-1864 b,1,0.048800,,,0,0.754,,,0,0.35300,,,0,0.000000,,,0,0.98,0.15,-0.06,0,1.03,0.06,-0.08,0,0.060,0.150,-0.150,0
Kepler-1865 b,1,0.034400,,,0,1.577,,,0,3.11000,,,0,0.000000,,,0,0.87,0.18,-0.10,0,0.85,0.10,-0.07,0,-0.060,0.300,-0.300,0
Kepler-1866 b,1,0.101600,,,0,2.082,,,0,4.99000,,,0,0.000000,,,0,1.08,0.17,-0.10,0,1.03,0.07,-0.06,0,0.160,0.150,-0.150,0
Kepler-1867 b,1,0.087200,,,0,1.160,,,0,1.65000,,,0,0.000000,,,0,0.82,0.21,-0.07,0,0.91,0.09,-0.10,0,-0.240,0.300,-0.300,0
Kepler-1868 b,1,0.626600,,,0,3.150,,,0,10.10000,,,0,0.000000,,,0,0.69,0.04,-0.03,0,0.74,0.03,-0.04,0,0.000,0.150,-0.150,0
Kepler-1869 b,1,0.079100,,,0,1.120,,,0,1.46000,,,0,0.000000,,,0,0.90,0.14,-0.05,0,0.99,0.05,-0.08,0,-0.060,0.150,-0.150,0
Kepler-187 b,1,0.059000,,,0,1.410,0.280,-0.280,0,2.57000,,,0,0.000000,,,0,1.29,0.25,-0.25,0,1.11,0.06,-0.06,0,-0.020,0.093,-0.099,0
Kepler-187 c,1,0.099000,,,0,2.670,0.520,-0.520,0,7.61000,,,0,0.000000,,,0,1.29,0.25,-0.25,0,1.11,0.06,-0.06,0,-0.020,0.093,-0.099,0
Kepler-1870 b,1,0.045300,,,0,2.101,,,0,5.07000,,,0,0.000000,,,0,0.84,0.11,-0.03,0,0.96,0.05,-0.07,0,0.070,0.150,-0.150,0
Kepler-1871 b,1,0.030800,,,0,2.422,,,0,6.44000,,,0,0.000000,,,0,0.95,0.28,-0.09,0,1.02,0.11,-0.12,0,0.120,0.250,-0.300,0
Kepler-1872 b,1,0.046500,,,0,2.384,,,0,6.28000,,,0,0.000000,,,0,0.89,0.15,-0.08,0,0.91,0.06,-0.08,0,0.320,0.100,-0.300,0
Kepler-1873 b,1,0.012800,,,0,1.626,,,0,3.28000,,,0,0.000000,,,0,0.79,0.11,-0.05,0,0.90,0.05,-0.09,0,0.210,0.200,-0.300,0
Kepler-1874 b,1,0.263300,,,0,2.211,,,0,5.52000,,,0,0.000000,,,0,0.78,0.02,-0.04,0,0.76,0.04,-0.03,0,0.240,0.150,-0.150,0
Kepler-1875 b,1,0.203900,,,0,3.227,,,0,10.50000,,,0,0.000000,,,0,0.86,0.24,-0.08,0,0.95,0.10,-0.12,0,-0.500,0.300,-0.300,0
Kepler-1876 b,1,0.073500,,,0,0.980,,,0,0.90500,,,0,0.000000,,,0,1.47,0.25,-0.28,0,1.08,0.11,-0.08,0,-0.060,0.150,-0.150,0
Kepler-1877 b,1,0.035100,,,0,0.624,,,0,0.17900,,,0,0.000000,,,0,0.94,0.13,-0.05,0,1.02,0.04,-0.07,0,0.240,0.150,-0.150,0
Kepler-1878 b,1,0.052100,,,0,2.920,,,0,8.86000,,,0,0.000000,,,0,0.86,0.26,-0.09,0,0.96,0.12,-0.12,0,-0.260,0.300,-0.300,0
Kepler-1879 b,1,0.095300,,,0,2.065,,,0,4.92000,,,0,0.000000,,,0,1.39,0.23,-0.28,0,1.02,0.10,-0.08,0,0.000,0.150,-0.150,0
Kepler-188 b,1,0.032000,,,0,1.680,0.760,-0.760,0,3.46000,,,0,0.000000,,,0,1.14,0.51,-0.51,0,0.98,0.04,-0.06,0,0.140,0.150,-0.150,0
Kepler-188 c,1,0.066000,,,0,3.190,1.450,-1.450,0,10.30000,,,0,0.000000,,,0,1.14,0.51,-0.51,0,0.98,0.04,-0.06,0,0.140,0.150,-0.150,0
Kepler-1880 b,1,0.054000,,,0,2.117,,,0,5.13000,,,0,0.000000,,,0,0.53,0.04,-0.05,0,0.52,0.05,-0.03,0,-0.920,0.300,-0.300,0
Kepler-1881 b,1,0.536800,,,0,2.981,,,0,9.17000,,,0,0.000000,,,0,0.87,0.04,-0.08,0,0.81,0.06,-0.03,0,0.120,0.150,-0.150,0
Kepler-1882 b,1,0.115100,,,0,1.487,,,0,2.81000,,,0,0.000000,,,0,1.46,0.27,-0.38,0,1.07,0.09,-0.08,0,0.260,0.150,-0.150,0
Kepler-1883 b,1,0.443800,,,0,3.251,,,0,10.60000,,,0,0.000000,,,0,1.02,0.31,-0.13,0,1.09,0.14,-0.15,0,-0.120,0.250,-0.350,0
Kepler-1884 b,1,0.084500,,,0,1.814,,,0,3.95000,,,0,0.000000,,,0,0.91,0.28,-0.09,0,0.99,0.13,-0.13,0,-0.200,0.300,-0.300,0
Kepler-1885 b,1,0.036000,,,0,1.511,,,0,2.89000,,,0,0.000000,,,0,0.86,0.22,-0.07,0,0.98,0.09,-0.11,0,0.070,0.250,-0.300,0
Kepler-1886 b,1,0.160000,,,0,2.582,,,0,7.18000,,,0,0.000000,,,0,0.84,0.21,-0.07,0,0.93,0.10,-0.11,0,-0.200,0.300,-0.300,0
Kepler-1887 b,1,0.142100,,,0,2.925,,,0,8.88000,,,0,0.000000,,,0,0.86,0.19,-0.07,0,0.96,0.09,-0.13,0,-0.100,0.250,-0.300,0
Kepler-1888 b,1,0.095600,,,0,1.326,,,0,2.32000,,,0,0.000000,,,0,1.25,0.21,-0.28,0,0.90,0.07,-0.04,0,0.000,0.150,-0.150,0
Kepler-1889 b,1,0.208200,,,0,2.944,,,0,8.98000,,,0,0.000000,,,0,0.82,0.20,-0.09,0,0.86,0.10,-0.09,0,-0.280,0.300,-0.300,0
Kepler-189 b,1,0.088000,,,0,1.210,0.610,-0.610,0,1.92000,,,0,0.000000,,,0,0.75,0.38,-0.38,0,0.79,0.05,-0.03,0,-0.020,0.141,-0.153,0
